questionText,answerText
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Đây là một số khách hàng lo lắng tình dục có liên quan về tư vấn. một cái gì đó có thể là hữu ích để nhớ là những gì chúng tôi đang nhìn thấy như những vấn đề khác nhau thường có một chủ đề hoặc kết nối theo một cách nào đó. ví dụ, sự lạm dụng tình dục và lịch sử bệnh ung thư bạn có có cùng một và hiệu ứng stress trên tâm trí và cơ thể, một cái gì đó có thể được giải quyết bởi những hiệu ứng lâu dài của những gì bạn đã trải qua., lo lắng và là những cách khác nhau của chúng tôi đau đớn và của chính nó nhưng đôi khi họ có kết nối với nhau - thậm chí đôi khi chúng tôi thậm chí còn kết nối với những tổn thương tương tự. hy vọng rằng bạn có thể giúp bạn có thể tìm hiểu được những khu vực này, và cũng như thế nào bạn có thể tìm thấy một vài vấn đề trong quá trình giải quyết trong quá trình giải cứu và giải pháp trong quá trình này trong khi bạn đã tìm ra một vài vấn đề."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Nó có thể làm điều đó đúng không? như nếu tôi có nhiều vấn đề và tôi không thể đối phó với họ, làm thế nào có thể có một số người khác chữa trị bằng phương pháp trị liệu tử tế, vấn đề của bạn hoàn toàn có thể làm được. vấn đề của bạn là hoàn toàn có thể làm được. nó sẽ mất thời gian, trị liệu không phải là một phương pháp chữa trị phép thuật, nhưng nếu bạn là bệnh nhân với chính mình, bạn có thể di chuyển thông qua mỗi vấn đề của tình dục một số các vấn đề như lạm dụng tình dục và một số của một số bệnh ung thư vú có thể được giải quyết với một chút nhanh chóng hơn bằng cách sử dụng một cách chăm sóc mắt như là phương pháp phương pháp y hay phương pháp y, nhưng nếu bạn là một số bạn có thể cảm thấy khó khăn một số người sẽ có cảm thấy đau đớn và bạn không biết rằng bạn đang mất một số người đó là một số người sẽ không phải chịu đựng được nhiều hơn và có nhiều hơn nữa, như bạn có thể cảm thấy khó khăn để có nhiều hơn và có thể nhận được sự giúp đỡ đỡ đỡ đỡ đỡ đỡ đỡ đỡ đỡ hơn và như một phần tinh thần kinh nghiệm và như bạn có thể nhận được nhiều hơn nữa."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Bởi vì bạn đã không có dự định cho bất kỳ các triệu chứng cho bất kỳ các vấn đề này, tôi khuyến khích bạn làm như vậy. trong giai đoạn thăm viếng đầu tiên của bạn, một bác sĩ trị liệu sẽ thu thập dữ liệu về vấn đề của bạn và, lịch sử y tế, cũng như bất kỳ sự kiện quan trọng nào xảy ra trong cuộc sống của bạn như bị ngược đãi, cha mẹ ly dị hoặc v.v. trong các phiên tòa, một bác sĩ trị liệu sẽ hỏi bạn những gì bạn muốn địa chỉ đầu tiên. một phần của kế hoạch điều trị của bạn sẽ không chỉ bao gồm cả của bạn nhưng cũng như các lĩnh vực khác của cuộc sống mà cần thiết và có thể được xem xét thêm sự chăm sóc. trong nhiều trường hợp cha mẹ ly dị hoặc ly dị, bạn sẽ khám phá nhiều nhất của bạn có thể tìm hiểu về sự lo lắng của bạn và lo lắng của bạn cũng như là sự lo lắng của bạn không bao giờ có vấn đề đối với bất cứ ai, đặc biệt đối với bất cứ ai, bạn sẽ không bao giờ có vấn đề nào trong tình trạng an toàn tâm thần kinh tế."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Tôi hứa với các bạn rằng có những người khác ngoài kia đang đối mặt với những vấn đề tương tự và có thể giúp đỡ. bác sĩ tâm lý đang ở ngoài kia. điều gì làm bạn khó chịu nhất ngay tại đây và ngay bây giờ? rằng câu trả lời có thể thay đổi từ ngày này sang ngày khác và thời điểm khác và đó cũng không sao cũng không sao. trong khi bạn đi qua, bạn có thể tìm thấy rằng khi bạn làm việc trên một điều, những người khác dường như ít quan trọng hơn và ngay bây giờ? rằng câu trả lời có thể thay đổi từ ngày này sang ngày khác hay thời điểm khác và đó cũng không phải là ngay bây giờ và cũng không có gì dễ dàng hơn để đối phó với những người khác như bạn có thể cải thiện tình dục và thậm chí có thể cải thiện cả hai mối quan hệ tình dục của bạn, những người khác dường như ít quan hệ với ít quan trọng hơn. bạo lực, và không có vấn đề, ung thức gia đình, nhưng không quan trọng, nhưng mỗi người có thể dễ dàng hơn một trong một cách để đối phó với một trong một thời gian."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,Không có gì là quá nhiều vấn đề để tư vấn. nhiều người đến với một loạt các vấn đề và đôi khi chúng tôi khám phá ra các vấn đề khác. khi bạn có thể khám phá lịch sử của bạn với bác sĩ tâm lý của bạn và đi đến những gì bạn muốn tập trung vào điều trị đầu tiên hoặc những gì dường như quan trọng nhất. đây là của bạn và bạn có thể quyết định những gì đang tập trung vào nó.
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Nói chung, bạn không có quá nhiều vấn đề để nói đến việc khuyên bảo, bạn và người khuyên bảo nên làm việc sát cánh với nhau để có thể làm quen với vấn đề."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Nó thực sự khá hiếm gặp cho một người nào đó để đi đến điều trị ""chỉ một điều."" thường xuyên hơn không, thậm chí những người tìm kiếm điều trị ""chỉ cần lo lắng"" thường tìm thấy một hàng loạt của những điều liên quan khác khi họ bắt đầu rút ra các lớp trong điều trị. khách hàng đến với tôi với một danh sách của những điều như thế này, bước đầu tiên của chúng tôi là để đưa ra ngoài đó và để làm việc tìm kiếm ""sự hiểu biết"" tất cả những điều này kết hợp với nhau để có thể bắt đầu với một bức tranh đầy đủ của bạn và làm thế nào bạn đã có ảnh hưởng đến những kinh nghiệm khác."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Nó có vẻ như bạn sợ hãi rằng bạn có thể nặng gánh cho sự cố định của bạn hoặc bạn sẽ không quá nhiều cho họ để xử lý. nỗi sợ đó là rất bình thường, và đó không có nghĩa là nó là đúng. nó nói lên sự thật rằng bạn là rất con người với rất nhiều kinh nghiệm mà có lẽ không phù hợp với một trong và loại; tuy nhiên, nó có thể là đáng thời gian của bạn để khám phá nếu có một chủ đề mà liên kết với nhau (v.v., sợ chết, lo sợ, v.v.v.v. đầu tiên, tôi muốn biết làm thế nào họ nhìn thấy một sự lo sợ và có thể có lợi ích của bạn để tìm kiếm những điều đó thông qua những mối quan tâm của bạn, và cũng có thể giúp bạn cảm thấy rằng bạn đang có một số câu hỏi về một số câu hỏi về một số vấn đề đáng quan tâm, và quan tâm đến một số câu hỏi của bạn có vẻ như thế."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,Xin chào! nhiều người bắt đầu cuộc hành trình chữa bệnh với -- giống như của bạn và trải nghiệm biến đổi trong chất lượng cuộc sống của họ. tôi hy vọng bạn có thể tìm thấy một nhà tư vấn bạn cảm thấy thoải mái làm việc với và làm công việc nếu bạn cảm thấy may mắn trên hành trình của bạn!
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Có vẻ như bạn đang bị chấn thương nghiêm trọng và nó sẽ tiếp tục tác động đến trạng thái trầm cảm của bạn cho đến khi nó được xử lý. mặc dù có vấn đề, mặc dù có nhiều hơn đau buồn nhưng nó là tốt nhất để chỉ cần bắt đầu một nơi nào đó. tôi sẽ khuyến khích bạn bắt đầu tư vấn và làm việc thông qua một số trong lịch sử của bạn ở tốc độ của riêng bạn để bắt đầu tác động và giảm thiểu các triệu chứng."
Tôi bị bệnh ung thư vú và mất ngủ cả đời. tôi có quá nhiều tiền sử trầm cảm và bắt đầu có vấn đề.,"Hầu hết các khách hàng có nhiều vấn đề cần giải quyết. nó là bình thường để có nhiều sự kiện trong cuộc sống của chúng tôi khó khăn chúng tôi và ở lại với chúng tôi mà không cần trợ giúp. loại khuyên bảo đúng sẽ giúp bạn tập trung vào vấn đề chính và vấn đề đầu tiên vấn đề vấn đề bạn có và làm việc theo cách của bạn thông qua tất cả những gì bạn đang phải bước từng bước, mục tiêu bởi mục tiêu. đôi khi làm việc trên một vấn đề giúp mang lại vấn đề khác giúp đưa ra ánh sáng trong vấn đề chính của bạn. Điều này có thể giúp bạn giải quyết một số vấn đề khác liên quan. Hãy tìm kiếm một số khác có liên hệ với một ai đó và đa số kinh nghiệm trong hầu hết các vấn đề của bạn... bạn có ngay cả đối với bạn có ngay cả các vấn đề của bạn có thể tìm thấy vấn đề của bạn, sau đó bạn sẽ tìm thấy vấn đề trước đây là vấn đề về vấn đề của bạn, hoặc vấn đề về vấn đề chính."
